Amount,Use Chip,MCC,Has Chip,Merchant Latitude,Merchant Longitude,Month,Day of Week,Day,Hour,Distance to Merchant,Latitude,Longitude,Age,Is Fraud
1.83,0.0,5499.0,1.0,33.7613,-88.0979,11.0,4.0,22.0,8.0,75.702792954256,33.73,-87.28,37.0,0.0
55.93,0.0,5912.0,1.0,34.5484,-87.0004,11.0,2.0,13.0,13.0,94.57001505258069,33.73,-87.28,37.0,0.0
55.92,0.0,5300.0,1.0,33.7213,-87.2658,11.0,1.0,12.0,13.0,1.6310870693665218,33.73,-87.28,37.0,0.0
68.69,0.0,5300.0,1.0,34.7561,-87.6304,11.0,4.0,1.0,13.0,118.55586409728096,33.73,-87.28,37.0,0.0
1.12,0.0,5499.0,1.0,33.7613,-88.0979,9.0,6.0,15.0,14.0,75.702792954256,33.73,-87.28,37.0,0.0
-78.0,0.0,5541.0,1.0,34.5896,-86.9887,8.0,4.0,2.0,15.0,99.2698237491079,33.73,-87.28,37.0,0.0
40.92,0.0,5812.0,1.0,41.6721,-87.7357,7.0,3.0,25.0,23.0,884.0267344226285,33.73,-87.28,37.0,0.0
76.48,2.0,5411.0,1.0,33.7213,-87.2658,6.0,5.0,22.0,13.0,1.6310870693665218,33.73,-87.28,37.0,0.0
1.55,0.0,5499.0,1.0,33.7613,-88.0979,6.0,3.0,6.0,8.0,75.702792954256,33.73,-87.28,37.0,0.0
1.54,0.0,5499.0,1.0,33.7613,-88.0979,5.0,6.0,19.0,8.0,75.702792954256,33.73,-87.28,37.0,0.0
1.49,0.0,5499.0,1.0,33.7613,-88.0979,4.0,5.0,6.0,14.0,75.702792954256,33.73,-87.28,37.0,0.0
22.31,0.0,5814.0,1.0,34.347,-87.7154,2.0,5.0,16.0,22.0,79.47613655477596,33.73,-87.28,37.0,0.0
1.29,2.0,5411.0,1.0,33.7213,-87.2658,1.0,3.0,31.0,7.0,1.6310870693665218,33.73,-87.28,37.0,0.0
7.61,2.0,9402.0,1.0,33.7213,-87.2658,1.0,1.0,22.0,12.0,1.6310870693665218,33.73,-87.28,37.0,0.0
5.89,2.0,5411.0,1.0,33.7213,-87.2658,1.0,5.0,12.0,11.0,1.6310870693665218,33.73,-87.28,37.0,0.0
1.51,0.0,5499.0,1.0,33.7613,-88.0979,1.0,3.0,10.0,14.0,75.702792954256,33.73,-87.28,37.0,0.0
13.57,0.0,5942.0,1.0,41.7845,-71.3959,1.0,6.0,26.0,6.0,14.143807730234412,41.69,-71.51,21.0,0.0
17.36,0.0,5912.0,1.0,35.2172,-81.1252,12.0,0.0,9.0,8.0,5.464281188243027,35.25,-81.17,49.0,0.0
19.26,0.0,5912.0,1.0,35.2172,-81.1252,11.0,4.0,29.0,8.0,5.464281188243027,35.25,-81.17,49.0,0.0
17.61,0.0,7542.0,1.0,35.2172,-81.1252,10.0,6.0,6.0,13.0,5.464281188243027,35.25,-81.17,49.0,0.0
14.74,0.0,5812.0,1.0,35.2172,-81.1252,9.0,1.0,17.0,11.0,5.464281188243027,35.25,-81.17,49.0,0.0
94.2,0.0,7538.0,1.0,35.2172,-81.1252,9.0,3.0,5.0,20.0,5.464281188243027,35.25,-81.17,49.0,0.0
62.27,0.0,7538.0,1.0,35.2172,-81.1252,9.0,3.0,5.0,7.0,5.464281188243027,35.25,-81.17,49.0,0.0
11.65,0.0,5812.0,1.0,35.3247,-80.6594,9.0,2.0,4.0,11.0,47.082795745527335,35.25,-81.17,49.0,0.0
40.69,0.0,7538.0,1.0,35.2172,-81.1252,9.0,0.0,2.0,15.0,5.464281188243027,35.25,-81.17,49.0,0.0
34.41,0.0,7538.0,1.0,35.2172,-81.1252,8.0,6.0,25.0,20.0,5.464281188243027,35.25,-81.17,49.0,0.0
47.96,0.0,7538.0,1.0,35.2172,-81.1252,8.0,5.0,10.0,15.0,5.464281188243027,35.25,-81.17,49.0,0.0
52.3,0.0,7538.0,1.0,35.2172,-81.1252,7.0,3.0,11.0,15.0,5.464281188243027,35.25,-81.17,49.0,0.0
43.66,0.0,7538.0,1.0,35.2172,-81.1252,6.0,1.0,25.0,6.0,5.464281188243027,35.25,-81.17,49.0,0.0
68.46,0.0,7538.0,1.0,35.2172,-81.1252,6.0,0.0,3.0,19.0,5.464281188243027,35.25,-81.17,49.0,0.0
69.58,0.0,7538.0,1.0,35.2172,-81.1252,5.0,6.0,5.0,20.0,5.464281188243027,35.25,-81.17,49.0,0.0
29.02,0.0,5912.0,1.0,35.2172,-81.1252,4.0,0.0,1.0,6.0,5.464281188243027,35.25,-81.17,49.0,0.0
57.33,0.0,7538.0,1.0,35.2172,-81.1252,3.0,3.0,14.0,20.0,5.464281188243027,35.25,-81.17,49.0,0.0
60.0,0.0,4829.0,1.0,35.2172,-81.1252,3.0,0.0,4.0,10.0,5.464281188243027,35.25,-81.17,49.0,0.0
73.81,0.0,7538.0,1.0,35.2172,-81.1252,1.0,3.0,31.0,7.0,5.464281188243027,35.25,-81.17,49.0,0.0
13.03,0.0,5411.0,1.0,35.2172,-81.1252,1.0,2.0,16.0,11.0,5.464281188243027,35.25,-81.17,49.0,0.0
172.21,1.0,4814.0,1.0,37.42488662030914,-91.83121755030102,1.0,1.0,15.0,18.0,984.4779931567734,35.25,-81.17,49.0,0.0
26.23,0.0,5912.0,1.0,35.2172,-81.1252,1.0,0.0,7.0,9.0,5.464281188243027,35.25,-81.17,49.0,0.0
163.84,1.0,4899.0,1.0,37.42488662030914,-91.83121755030102,1.0,0.0,27.0,22.0,2726.6033521995364,47.68,-122.38,51.0,0.0
25.67,1.0,4121.0,1.0,37.42488662030914,-91.83121755030102,12.0,6.0,22.0,14.0,2726.6033521995364,47.68,-122.38,50.0,0.0
28.86,0.0,5812.0,1.0,47.5458,-120.5961,12.0,4.0,20.0,22.0,134.5490292834831,47.68,-122.38,50.0,0.0
5.28,0.0,5411.0,1.0,47.2886,-122.7776,11.0,4.0,22.0,9.0,52.79001987218214,47.68,-122.38,50.0,0.0
19.05,0.0,5411.0,1.0,47.2886,-122.7776,11.0,0.0,18.0,6.0,52.79001987218214,47.68,-122.38,50.0,0.0
23.84,1.0,4121.0,1.0,37.42488662030914,-91.83121755030102,10.0,0.0,28.0,14.0,2726.6033521995364,47.68,-122.38,50.0,0.0
28.64,0.0,5912.0,1.0,47.6873,-122.3772,9.0,5.0,28.0,13.0,0.83834871100084,47.68,-122.38,50.0,0.0
40.07,0.0,5970.0,1.0,47.9017,-122.2472,8.0,4.0,30.0,13.0,26.57328128228024,47.68,-122.38,50.0,0.0
14.18,0.0,5411.0,1.0,37.42488662030914,-91.83121755030102,8.0,4.0,2.0,15.0,2726.6033521995364,47.68,-122.38,50.0,1.0
10.28,0.0,5411.0,1.0,37.42488662030914,-91.83121755030102,7.0,5.0,27.0,11.0,2726.6033521995364,47.68,-122.38,50.0,1.0
47.0,0.0,5211.0,1.0,37.42488662030914,-91.83121755030102,7.0,4.0,26.0,13.0,2726.6033521995364,47.68,-122.38,50.0,1.0
19.16,0.0,5411.0,1.0,37.42488662030914,-91.83121755030102,7.0,1.0,23.0,15.0,2726.6033521995364,47.68,-122.38,50.0,1.0
50.52,0.0,5311.0,1.0,37.42488662030914,-91.83121755030102,7.0,1.0,23.0,14.0,2726.6033521995364,47.68,-122.38,50.0,1.0
181.62,0.0,7011.0,1.0,37.42488662030914,-91.83121755030102,7.0,4.0,19.0,17.0,2726.6033521995364,47.68,-122.38,50.0,1.0
28.72,0.0,5411.0,1.0,37.42488662030914,-91.83121755030102,7.0,3.0,18.0,17.0,2726.6033521995364,47.68,-122.38,50.0,1.0
586.59,0.0,5712.0,1.0,37.42488662030914,-91.83121755030102,7.0,3.0,18.0,15.0,2726.6033521995364,47.68,-122.38,50.0,1.0
7.08,0.0,5411.0,1.0,47.6151,-122.3447,7.0,3.0,18.0,9.0,7.685779120399888,47.68,-122.38,50.0,0.0
4.64,0.0,5499.0,1.0,47.6873,-122.3772,5.0,3.0,2.0,9.0,0.83834871100084,47.68,-122.38,50.0,0.0
157.97,0.0,4900.0,1.0,47.6873,-122.3772,4.0,1.0,30.0,19.0,0.83834871100084,47.68,-122.38,50.0,0.0
-434.0,0.0,3504.0,1.0,43.7013,-116.4967,4.0,2.0,24.0,10.0,635.6977179388632,47.68,-122.38,50.0,0.0
53.7,0.0,5211.0,1.0,47.6873,-122.3772,3.0,4.0,29.0,12.0,0.83834871100084,47.68,-122.38,50.0,0.0
5.98,0.0,5411.0,1.0,47.6151,-122.3447,3.0,5.0,16.0,9.0,7.685779120399888,47.68,-122.38,50.0,0.0
37.02,0.0,5311.0,1.0,47.8579,-122.092,2.0,0.0,25.0,12.0,29.233483788779708,47.68,-122.38,50.0,0.0
69.23,2.0,5719.0,1.0,47.8954,-122.0716,2.0,1.0,19.0,12.0,33.234429382320776,47.68,-122.38,50.0,0.0
32.22,0.0,5912.0,1.0,47.6873,-122.3772,2.0,1.0,19.0,7.0,0.83834871100084,47.68,-122.38,50.0,0.0
160.2,0.0,4814.0,1.0,47.5412,-122.275,2.0,5.0,2.0,19.0,17.325113279339476,47.68,-122.38,50.0,0.0
25.67,1.0,4121.0,1.0,37.42488662030914,-91.83121755030102,1.0,2.0,30.0,14.0,2726.6033521995364,47.68,-122.38,50.0,0.0
26.95,0.0,5411.0,1.0,47.6873,-122.3772,1.0,2.0,30.0,7.0,0.83834871100084,47.68,-122.38,50.0,0.0
56.06,0.0,5411.0,1.0,47.6151,-122.3447,1.0,4.0,25.0,12.0,7.685779120399888,47.68,-122.38,50.0,0.0
136.41,0.0,4814.0,1.0,39.7787,-75.8876,12.0,2.0,4.0,9.0,16.631148789926478,39.84,-75.71,60.0,0.0
20.67,1.0,4784.0,1.0,37.42488662030914,-91.83121755030102,10.0,1.0,15.0,16.0,1423.7628535852025,39.84,-75.71,60.0,0.0
40.36,1.0,4784.0,1.0,37.42488662030914,-91.83121755030102,8.0,3.0,1.0,15.0,1423.7628535852025,39.84,-75.71,60.0,0.0
91.84,0.0,5310.0,1.0,39.9845,-75.5962,7.0,5.0,13.0,12.0,18.7716645508572,39.84,-75.71,60.0,0.0
101.04,0.0,5411.0,1.0,39.855,-75.7,6.0,1.0,25.0,16.0,1.873706781443927,39.84,-75.71,60.0,0.0
12.39,1.0,4784.0,1.0,37.42488662030914,-91.83121755030102,6.0,5.0,22.0,16.0,1423.7628535852025,39.84,-75.71,60.0,0.0
34.83,1.0,4784.0,1.0,37.42488662030914,-91.83121755030102,6.0,4.0,7.0,16.0,1423.7628535852025,39.84,-75.71,60.0,0.0
32.24,1.0,4784.0,1.0,37.42488662030914,-91.83121755030102,5.0,4.0,31.0,17.0,1423.7628535852025,39.84,-75.71,60.0,0.0
40.24,1.0,4784.0,0.0,37.42488662030914,-91.83121755030102,3.0,2.0,27.0,16.0,1423.7628535852025,39.84,-75.71,60.0,0.0
269.62,2.0,7802.0,0.0,40.6976,-73.7049,3.0,0.0,18.0,21.0,195.0174158346923,39.84,-75.71,60.0,0.0
33.64,1.0,4784.0,0.0,37.42488662030914,-91.83121755030102,3.0,1.0,12.0,16.0,1423.7628535852025,39.84,-75.71,60.0,0.0
20.66,0.0,5411.0,1.0,39.855,-75.7,3.0,0.0,4.0,17.0,1.873706781443927,39.84,-75.71,60.0,0.0
-51.0,2.0,5541.0,0.0,39.855,-75.7,1.0,3.0,10.0,21.0,1.873706781443927,39.84,-75.71,60.0,0.0
76.31,0.0,5719.0,1.0,34.0425,-84.0262,2.0,5.0,1.0,13.0,308.61087629042515,34.99,-80.86,32.0,0.0
35.85,0.0,5942.0,1.0,33.8123,-84.2819,1.0,3.0,9.0,10.0,340.140705078565,34.99,-80.86,32.0,0.0
36.36,0.0,5411.0,1.0,34.9773,-80.8584,12.0,0.0,2.0,10.0,1.4196786824656344,34.99,-80.86,31.0,0.0
-83.0,0.0,5499.0,1.0,34.9773,-80.8584,11.0,1.0,19.0,9.0,1.4196786824656344,34.99,-80.86,31.0,0.0
82.46,0.0,5651.0,1.0,34.9773,-80.8584,11.0,6.0,17.0,12.0,1.4196786824656344,34.99,-80.86,31.0,0.0
224.88,1.0,4900.0,1.0,37.42488662030914,-91.83121755030102,11.0,5.0,9.0,11.0,1020.2148658241744,34.99,-80.86,31.0,0.0
100.0,0.0,4829.0,1.0,34.749,-80.7616,8.0,4.0,16.0,14.0,28.261624517663304,34.99,-80.86,31.0,0.0
77.14,0.0,5300.0,1.0,34.9773,-80.8584,8.0,1.0,6.0,13.0,1.4196786824656344,34.99,-80.86,31.0,0.0
47.9,0.0,5310.0,1.0,34.9773,-80.8584,5.0,2.0,22.0,6.0,1.4196786824656344,34.99,-80.86,31.0,0.0
69.41,2.0,5651.0,1.0,34.9773,-80.8584,5.0,1.0,7.0,13.0,1.4196786824656344,34.99,-80.86,31.0,0.0
56.0,0.0,5499.0,1.0,34.9773,-80.8584,4.0,0.0,15.0,10.0,1.4196786824656344,34.99,-80.86,31.0,0.0
78.68,0.0,5621.0,1.0,34.9773,-80.8584,3.0,4.0,8.0,13.0,1.4196786824656344,34.99,-80.86,31.0,0.0
35.55,0.0,5912.0,1.0,34.9773,-80.8584,1.0,5.0,19.0,10.0,1.4196786824656344,34.99,-80.86,31.0,0.0
33.37,0.0,5942.0,1.0,33.8123,-84.2819,1.0,5.0,5.0,10.0,340.140705078565,34.99,-80.86,31.0,0.0
36.3,0.0,7538.0,1.0,30.5052,-97.8203,1.0,0.0,13.0,1.0,66.36834118894919,30.79,-98.43,89.0,0.0
39.3,0.0,5812.0,1.0,32.6255,-97.0784,12.0,1.0,24.0,18.0,240.8334068522514,30.79,-98.43,88.0,0.0
9.33,2.0,5541.0,0.0,30.0918,-97.8534,11.0,4.0,8.0,11.0,95.30396195368412,30.79,-98.43,88.0,0.0
10.94,0.0,5541.0,1.0,30.0918,-97.8534,11.0,4.0,1.0,15.0,95.30396195368412,30.79,-98.43,88.0,0.0
44.06,1.0,5311.0,1.0,37.42488662030914,-91.83121755030102,9.0,4.0,20.0,16.0,955.138695307652,30.79,-98.43,88.0,0.0
11.39,0.0,5921.0,1.0,30.7538,-98.4295,9.0,1.0,10.0,14.0,4.02553979075323,30.79,-98.43,88.0,0.0
10.41,0.0,5411.0,1.0,30.7538,-98.4295,7.0,2.0,24.0,14.0,4.02553979075323,30.79,-98.43,88.0,0.0
11.18,0.0,5541.0,1.0,30.0918,-97.8534,6.0,3.0,20.0,14.0,95.30396195368412,30.79,-98.43,88.0,0.0
10.14,0.0,5411.0,1.0,30.3231,-97.3737,5.0,6.0,19.0,14.0,113.68936428138502,30.79,-98.43,88.0,0.0
7.91,0.0,5541.0,1.0,30.0918,-97.8534,2.0,4.0,8.0,15.0,95.30396195368412,30.79,-98.43,88.0,0.0
12.58,0.0,5912.0,1.0,30.7538,-98.4295,2.0,3.0,7.0,8.0,4.02553979075323,30.79,-98.43,88.0,0.0
45.77,2.0,5310.0,1.0,35.3061,-79.3969,1.0,4.0,17.0,13.0,74.42688103463686,34.93,-78.72,52.0,0.0
60.0,2.0,4829.0,1.0,35.2301,-78.3594,12.0,2.0,4.0,16.0,46.79994092375581,34.93,-78.72,51.0,0.0
16.3,0.0,5300.0,1.0,34.268,-78.0578,10.0,6.0,27.0,14.0,95.35282687078428,34.93,-78.72,51.0,0.0
42.25,0.0,7538.0,1.0,34.9549,-78.7408,8.0,0.0,12.0,20.0,3.355663164048439,34.93,-78.72,51.0,0.0
47.88,2.0,5311.0,1.0,34.5487,-77.9403,6.0,4.0,14.0,13.0,82.90601318752903,34.93,-78.72,51.0,0.0
21.82,0.0,5499.0,1.0,34.9549,-78.7408,5.0,3.0,30.0,13.0,3.355663164048439,34.93,-78.72,51.0,0.0
-96.0,0.0,5541.0,1.0,35.0583,-79.008,5.0,0.0,20.0,14.0,29.862620770169347,34.93,-78.72,51.0,0.0
39.24,2.0,5942.0,1.0,35.3287,-78.6859,5.0,0.0,13.0,13.0,44.44174396625927,34.93,-78.72,51.0,0.0
47.17,0.0,5912.0,1.0,34.9549,-78.7408,4.0,5.0,20.0,13.0,3.355663164048439,34.93,-78.72,51.0,0.0
106.23,0.0,5912.0,1.0,34.9549,-78.7408,3.0,3.0,7.0,9.0,3.355663164048439,34.93,-78.72,51.0,0.0
0.8,0.0,5541.0,1.0,35.0583,-79.008,1.0,4.0,25.0,20.0,29.862620770169347,34.93,-78.72,51.0,0.0
44.3,0.0,5541.0,1.0,44.9532,-93.158,6.0,3.0,27.0,11.0,4.794777796623405,44.94,-93.1,32.0,0.0
0.91,2.0,5912.0,0.0,44.9532,-93.158,5.0,3.0,9.0,17.0,4.794777796623405,44.94,-93.1,32.0,0.0
100.0,2.0,4829.0,0.0,37.2117,-93.299,2.0,1.0,4.0,10.0,26.158574498525105,37.02,-93.47,43.0,0.0
16.64,2.0,5411.0,0.0,36.9258,-93.5303,1.0,6.0,26.0,8.0,11.764852873204262,37.02,-93.47,43.0,0.0
447.07,2.0,8111.0,0.0,37.0447,-93.4383,12.0,1.0,17.0,13.0,3.932092369898897,37.02,-93.47,42.0,0.0
69.07,1.0,4814.0,0.0,37.42488662030914,-91.83121755030102,11.0,4.0,22.0,23.0,151.92533812273916,37.02,-93.47,42.0,0.0
24.81,2.0,7832.0,0.0,37.2117,-93.299,10.0,4.0,25.0,18.0,26.158574498525105,37.02,-93.47,42.0,0.0
45.55,2.0,7538.0,0.0,37.0447,-93.4383,9.0,6.0,8.0,11.0,3.932092369898897,37.02,-93.47,42.0,0.0
12.07,2.0,5411.0,0.0,37.0447,-93.4383,7.0,0.0,8.0,8.0,3.932092369898897,37.02,-93.47,42.0,0.0
359.0,2.0,3509.0,0.0,37.42488662030914,-91.83121755030102,7.0,5.0,6.0,20.0,151.92533812273916,37.02,-93.47,42.0,0.0
30.48,2.0,5813.0,0.0,37.0447,-93.4383,6.0,2.0,5.0,23.0,3.932092369898897,37.02,-93.47,42.0,0.0
2.87,2.0,5411.0,0.0,37.0447,-93.4383,5.0,4.0,3.0,7.0,3.932092369898897,37.02,-93.47,42.0,0.0
3.4,2.0,5411.0,0.0,37.0447,-93.4383,4.0,0.0,29.0,11.0,3.932092369898897,37.02,-93.47,42.0,0.0
4.41,2.0,5411.0,0.0,37.0447,-93.4383,4.0,0.0,8.0,4.0,3.932092369898897,37.02,-93.47,42.0,0.0
16.35,2.0,5499.0,0.0,37.0447,-93.4383,3.0,0.0,11.0,15.0,3.932092369898897,37.02,-93.47,42.0,0.0
4.57,2.0,5942.0,0.0,32.6807,-117.1698,2.0,6.0,9.0,10.0,10.032393450324737,32.73,-117.08,63.0,0.0
7.66,2.0,5541.0,0.0,33.9247,-117.5517,2.0,3.0,6.0,13.0,139.88616663652394,32.73,-117.08,63.0,0.0
40.0,2.0,4829.0,0.0,32.7425,-117.2433,1.0,0.0,20.0,6.0,15.337163991793982,32.73,-117.08,63.0,0.0
11.74,2.0,5813.0,0.0,32.7423,-117.0947,1.0,6.0,12.0,14.0,1.939349362264787,32.73,-117.08,63.0,0.0
64.34,0.0,5912.0,1.0,32.7423,-117.0947,12.0,1.0,17.0,18.0,1.939349362264787,32.73,-117.08,62.0,0.0
12.03,0.0,5813.0,1.0,32.7423,-117.0947,11.0,0.0,18.0,19.0,1.939349362264787,32.73,-117.08,62.0,0.0
13.8,2.0,5813.0,0.0,32.7423,-117.0947,11.0,6.0,17.0,19.0,1.939349362264787,32.73,-117.08,62.0,0.0
10.94,2.0,5411.0,0.0,32.7423,-117.0947,9.0,5.0,28.0,12.0,1.939349362264787,32.73,-117.08,62.0,0.0
4.39,2.0,5812.0,0.0,32.7423,-117.0947,9.0,6.0,15.0,10.0,1.939349362264787,32.73,-117.08,62.0,0.0
37.76,1.0,5311.0,0.0,37.42488662030914,-91.83121755030102,8.0,0.0,5.0,18.0,2348.559190459276,32.73,-117.08,62.0,0.0
46.78,1.0,5311.0,1.0,37.42488662030914,-91.83121755030102,8.0,4.0,2.0,7.0,2348.559190459276,32.73,-117.08,62.0,0.0
48.65,0.0,5970.0,1.0,32.7059,-117.0524,7.0,3.0,25.0,6.0,3.721337184042993,32.73,-117.08,62.0,0.0
16.61,0.0,5813.0,1.0,32.7423,-117.0947,7.0,6.0,7.0,19.0,1.939349362264787,32.73,-117.08,62.0,0.0
16.81,0.0,5411.0,1.0,32.7423,-117.0947,4.0,0.0,22.0,14.0,1.939349362264787,32.73,-117.08,62.0,0.0
7.51,0.0,5813.0,1.0,32.7423,-117.0947,2.0,1.0,19.0,20.0,1.939349362264787,32.73,-117.08,62.0,0.0
6.6,0.0,5411.0,1.0,32.7423,-117.0947,2.0,6.0,3.0,12.0,1.939349362264787,32.73,-117.08,62.0,0.0
12.84,0.0,5813.0,1.0,32.7423,-117.0947,1.0,3.0,24.0,13.0,1.939349362264787,32.73,-117.08,62.0,0.0
22.86,0.0,7832.0,1.0,38.025,-121.2972,1.0,1.0,7.0,20.0,0.6076713339035291,38.02,-121.3,34.0,0.0
47.92,0.0,5912.0,1.0,38.025,-121.2972,1.0,2.0,1.0,8.0,0.6076713339035291,38.02,-121.3,34.0,0.0
51.23,0.0,5912.0,1.0,38.025,-121.2972,12.0,1.0,10.0,14.0,0.6076713339035291,38.02,-121.3,33.0,0.0
54.82,0.0,5411.0,1.0,38.025,-121.2972,11.0,0.0,4.0,8.0,0.6076713339035291,38.02,-121.3,33.0,0.0
67.66,0.0,5411.0,1.0,38.0315,-121.2589,9.0,4.0,13.0,15.0,3.820394108505258,38.02,-121.3,33.0,0.0
38.71,0.0,5912.0,1.0,38.025,-121.2972,8.0,4.0,23.0,14.0,0.6076713339035291,38.02,-121.3,33.0,0.0
52.22,0.0,5541.0,1.0,38.025,-121.2972,8.0,4.0,16.0,8.0,0.6076713339035291,38.02,-121.3,33.0,0.0
36.68,0.0,5499.0,1.0,38.025,-121.2972,8.0,0.0,5.0,19.0,0.6076713339035291,38.02,-121.3,33.0,0.0
55.13,0.0,5912.0,1.0,38.025,-121.2972,7.0,4.0,5.0,8.0,0.6076713339035291,38.02,-121.3,33.0,0.0
15.72,0.0,5300.0,1.0,38.1308,-121.3345,6.0,2.0,12.0,1.0,12.685103290143257,38.02,-121.3,33.0,0.0
61.0,0.0,5499.0,1.0,38.025,-121.2972,6.0,0.0,10.0,19.0,0.6076713339035291,38.02,-121.3,33.0,0.0
8.34,0.0,5411.0,1.0,38.025,-121.2972,6.0,3.0,6.0,7.0,0.6076713339035291,38.02,-121.3,33.0,0.0
50.57,0.0,5541.0,1.0,38.025,-121.2972,5.0,6.0,26.0,8.0,0.6076713339035291,38.02,-121.3,33.0,0.0
63.43,0.0,5300.0,1.0,38.025,-121.2972,4.0,2.0,10.0,14.0,0.6076713339035291,38.02,-121.3,33.0,0.0
52.0,0.0,5411.0,1.0,38.0315,-121.2589,4.0,0.0,8.0,8.0,3.820394108505258,38.02,-121.3,33.0,0.0
62.55,0.0,5541.0,1.0,38.025,-121.2972,3.0,3.0,14.0,8.0,0.6076713339035291,38.02,-121.3,33.0,0.0
49.13,0.0,5912.0,1.0,38.025,-121.2972,2.0,3.0,7.0,14.0,0.6076713339035291,38.02,-121.3,33.0,0.0
39.95,0.0,5541.0,1.0,38.025,-121.2972,1.0,5.0,19.0,19.0,0.6076713339035291,38.02,-121.3,33.0,0.0
3.19,0.0,5541.0,1.0,38.025,-121.2972,1.0,1.0,8.0,7.0,0.6076713339035291,38.02,-121.3,33.0,0.0
53.96,2.0,5912.0,0.0,38.1768,-85.5218,1.0,0.0,27.0,16.0,2010.600071120816,31.65,-106.15,61.0,0.0
6.54,2.0,5813.0,0.0,38.1768,-85.5218,1.0,4.0,24.0,18.0,2010.600071120816,31.65,-106.15,61.0,0.0
0.8,0.0,5499.0,1.0,31.6631,-106.1401,1.0,3.0,9.0,7.0,1.732015333232423,31.65,-106.15,61.0,0.0
0.24,0.0,5921.0,1.0,31.6631,-106.1401,12.0,5.0,21.0,15.0,1.732015333232423,31.65,-106.15,60.0,0.0
1.22,0.0,5499.0,1.0,31.6631,-106.1401,12.0,1.0,10.0,7.0,1.732015333232423,31.65,-106.15,60.0,0.0
14.55,0.0,7538.0,1.0,31.6631,-106.1401,11.0,1.0,19.0,15.0,1.732015333232423,31.65,-106.15,60.0,0.0
0.32,2.0,5541.0,1.0,31.6631,-106.1401,11.0,0.0,11.0,16.0,1.732015333232423,31.65,-106.15,60.0,0.0
141.05,0.0,5311.0,1.0,37.42488662030914,-91.83121755030102,10.0,4.0,25.0,15.0,1458.1234920357242,31.65,-106.15,60.0,1.0
190.72,0.0,5045.0,1.0,37.42488662030914,-91.83121755030102,10.0,3.0,24.0,10.0,1458.1234920357242,31.65,-106.15,60.0,1.0
145.66,0.0,5045.0,1.0,37.42488662030914,-91.83121755030102,10.0,1.0,22.0,13.0,1458.1234920357242,31.65,-106.15,60.0,1.0
18.03,0.0,5499.0,1.0,37.42488662030914,-91.83121755030102,10.0,1.0,22.0,13.0,1458.1234920357242,31.65,-106.15,60.0,1.0
-52.0,0.0,5499.0,1.0,37.42488662030914,-91.83121755030102,10.0,1.0,22.0,13.0,1458.1234920357242,31.65,-106.15,60.0,1.0
52.0,0.0,5499.0,1.0,37.42488662030914,-91.83121755030102,10.0,1.0,22.0,13.0,1458.1234920357242,31.65,-106.15,60.0,1.0
83.74,0.0,5310.0,1.0,37.42488662030914,-91.83121755030102,10.0,1.0,22.0,11.0,1458.1234920357242,31.65,-106.15,60.0,1.0
3.09,0.0,5411.0,1.0,37.42488662030914,-91.83121755030102,10.0,4.0,18.0,16.0,1458.1234920357242,31.65,-106.15,60.0,1.0
21.33,0.0,5311.0,1.0,37.42488662030914,-91.83121755030102,10.0,4.0,18.0,16.0,1458.1234920357242,31.65,-106.15,60.0,1.0
47.85,0.0,5310.0,1.0,37.42488662030914,-91.83121755030102,10.0,4.0,18.0,10.0,1458.1234920357242,31.65,-106.15,60.0,1.0
133.22,0.0,5211.0,1.0,37.42488662030914,-91.83121755030102,10.0,3.0,17.0,18.0,1458.1234920357242,31.65,-106.15,60.0,1.0
8.93,0.0,4121.0,1.0,37.42488662030914,-91.83121755030102,10.0,3.0,17.0,12.0,1458.1234920357242,31.65,-106.15,60.0,1.0
52.33,0.0,5912.0,1.0,37.42488662030914,-91.83121755030102,10.0,1.0,8.0,15.0,1458.1234920357242,31.65,-106.15,60.0,1.0
76.65,0.0,5311.0,1.0,37.42488662030914,-91.83121755030102,10.0,1.0,8.0,14.0,1458.1234920357242,31.65,-106.15,60.0,1.0
50.0,0.0,5541.0,1.0,37.42488662030914,-91.83121755030102,10.0,1.0,8.0,14.0,1458.1234920357242,31.65,-106.15,60.0,1.0
23.46,0.0,5311.0,1.0,37.42488662030914,-91.83121755030102,10.0,1.0,8.0,12.0,1458.1234920357242,31.65,-106.15,60.0,1.0
16.75,0.0,4214.0,1.0,37.42488662030914,-91.83121755030102,10.0,1.0,8.0,12.0,1458.1234920357242,31.65,-106.15,60.0,1.0
10.62,0.0,5094.0,1.0,37.42488662030914,-91.83121755030102,10.0,4.0,4.0,18.0,1458.1234920357242,31.65,-106.15,60.0,1.0
10.38,0.0,5211.0,1.0,37.42488662030914,-91.83121755030102,10.0,1.0,1.0,18.0,1458.1234920357242,31.65,-106.15,60.0,1.0
5.78,0.0,5411.0,1.0,37.42488662030914,-91.83121755030102,10.0,1.0,1.0,16.0,1458.1234920357242,31.65,-106.15,60.0,1.0
1.7,0.0,5411.0,1.0,37.42488662030914,-91.83121755030102,10.0,1.0,1.0,11.0,1458.1234920357242,31.65,-106.15,60.0,1.0
24.07,0.0,5310.0,1.0,37.42488662030914,-91.83121755030102,9.0,3.0,26.0,16.0,1458.1234920357242,31.65,-106.15,60.0,1.0
1.45,0.0,5499.0,1.0,31.6631,-106.1401,9.0,6.0,15.0,7.0,1.732015333232423,31.65,-106.15,60.0,0.0
